CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO
ES0031102943943001EY0F;17/09/2025;6;0,083;0;;R
ES0031102943943001EY0F;17/09/2025;7;0,084;0;;R
ES0031102943943001EY0F;17/09/2025;8;0,079;0;;R
ES0031102943943001EY0F;17/09/2025;9;0,033;0;;R
ES0031102943943001EY0F;17/09/2025;10;0;0,222;;R
ES0031102943943001EY0F;17/09/2025;11;0;0,776;;R
ES0031102943943001EY0F;17/09/2025;12;0;1,45;;R
ES0031102943943001EY0F;17/09/2025;13;0;1,616;;R
ES0031102943943001EY0F;17/09/2025;14;0;2,269;;R
ES0031102943943001EY0F;17/09/2025;15;0;2,199;;R
ES0031102943943001EY0F;17/09/2025;16;0;2,041;;R
ES0031102943943001EY0F;17/09/2025;17;0;1,671;;R
ES0031102943943001EY0F;17/09/2025;18;0;1,185;;R
ES0031102943943001EY0F;17/09/2025;19;0;0,524;;R
ES0031102943943001EY0F;17/09/2025;20;0;0,068;;R
ES0031102943943001EY0F;17/09/2025;21;0,096;0;;R
ES0031102943943001EY0F;17/09/2025;22;0,087;0;;R
ES0031102943943001EY0F;17/09/2025;23;0,1;0;;R
ES0031102943943001EY0F;17/09/2025;24;0,084;0;;R
ES0031102943943001EY0F;18/09/2025;1;0,084;0;;R
ES0031102943943001EY0F;18/09/2025;2;0,085;0;;R
ES0031102943943001EY0F;18/09/2025;3;0,081;0;;R
ES0031102943943001EY0F;18/09/2025;4;0,088;0;;R
ES0031102943943001EY0F;18/09/2025;5;0,079;0;;R
ES0031102943943001EY0F;18/09/2025;6;0,089;0;;R
ES0031102943943001EY0F;18/09/2025;7;0,075;0;;R
ES0031102943943001EY0F;18/09/2025;8;0,091;0;;R
ES0031102943943001EY0F;18/09/2025;9;0,009;0;;R
ES0031102943943001EY0F;18/09/2025;10;0;0,529;;R
ES0031102943943001EY0F;18/09/2025;11;0;1,245;;R
ES0031102943943001EY0F;18/09/2025;12;0;1,691;;R
ES0031102943943001EY0F;18/09/2025;13;0;1,968;;R
ES0031102943943001EY0F;18/09/2025;14;0;1,957;;R
ES0031102943943001EY0F;18/09/2025;15;0;1,956;;R
ES0031102943943001EY0F;18/09/2025;16;0;0,864;;R
ES0031102943943001EY0F;18/09/2025;17;0;0,264;;R
ES0031102943943001EY0F;18/09/2025;18;0;0,21;;R
ES0031102943943001EY0F;18/09/2025;19;0;0,087;;R
ES0031102943943001EY0F;18/09/2025;20;0,124;0;;R
ES0031102943943001EY0F;18/09/2025;21;0,522;0;;R
ES0031102943943001EY0F;18/09/2025;22;0,488;0;;R
ES0031102943943001EY0F;18/09/2025;23;0,437;0;;R
ES0031102943943001EY0F;18/09/2025;24;0,428;0;;R
ES0031102943943001EY0F;19/09/2025;1;0,325;0;;R
ES0031102943943001EY0F;19/09/2025;2;0,274;0;;R
ES0031102943943001EY0F;19/09/2025;3;0,253;0;;R
ES0031102943943001EY0F;19/09/2025;4;0,268;0;;R
ES0031102943943001EY0F;19/09/2025;5;0,248;0;;R
ES0031102943943001EY0F;19/09/2025;6;0,261;0;;R
ES0031102943943001EY0F;19/09/2025;7;0,25;0;;R
ES0031102943943001EY0F;19/09/2025;8;0,257;0;;R
ES0031102943943001EY0F;19/09/2025;9;0,311;0;;R
ES0031102943943001EY0F;19/09/2025;10;0;0,108;;R
ES0031102943943001EY0F;19/09/2025;11;0;0,896;;R
ES0031102943943001EY0F;19/09/2025;12;0;1,145;;R
ES0031102943943001EY0F;19/09/2025;13;0;0,963;;R
ES0031102943943001EY0F;19/09/2025;14;0;1,077;;R
ES0031102943943001EY0F;19/09/2025;15;0;0,863;;R
ES0031102943943001EY0F;19/09/2025;16;0;0,712;;R
ES0031102943943001EY0F;19/09/2025;17;0;1,439;;R
ES0031102943943001EY0F;19/09/2025;18;0;0,774;;R
ES0031102943943001EY0F;19/09/2025;19;0;0,284;;R
ES0031102943943001EY0F;19/09/2025;20;0,274;0;;R
ES0031102943943001EY0F;19/09/2025;21;0,308;0;;R
ES0031102943943001EY0F;19/09/2025;22;0,467;0;;R
ES0031102943943001EY0F;19/09/2025;23;0,31;0;;R
ES0031102943943001EY0F;19/09/2025;24;0,373;0;;R
ES0031102943943001EY0F;20/09/2025;1;0,339;0;;R
ES0031102943943001EY0F;20/09/2025;2;0,642;0;;R
ES0031102943943001EY0F;20/09/2025;3;0,587;0;;R
ES0031102943943001EY0F;20/09/2025;4;0,545;0;;R
ES0031102943943001EY0F;20/09/2025;5;0,207;0;;R
ES0031102943943001EY0F;20/09/2025;6;0,173;0;;R
ES0031102943943001EY0F;20/09/2025;7;0,202;0;;R
ES0031102943943001EY0F;20/09/2025;8;0,173;0;;R
ES0031102943943001EY0F;20/09/2025;9;0,199;0;;R
ES0031102943943001EY0F;20/09/2025;10;0,128;0;;R
ES0031102943943001EY0F;20/09/2025;11;0;0,51;;R
ES0031102943943001EY0F;20/09/2025;12;0;1,192;;R
ES0031102943943001EY0F;20/09/2025;13;0;1,865;;R
ES0031102943943001EY0F;20/09/2025;14;0;1,906;;R
ES0031102943943001EY0F;20/09/2025;15;0;1,319;;R
ES0031102943943001EY0F;20/09/2025;16;0;1,745;;R
ES0031102943943001EY0F;20/09/2025;17;0;1,476;;R
ES0031102943943001EY0F;20/09/2025;18;0;0,852;;R
ES0031102943943001EY0F;20/09/2025;19;0;0,149;;R
ES0031102943943001EY0F;20/09/2025;20;0,309;0;;R
ES0031102943943001EY0F;20/09/2025;21;0,443;0;;R
ES0031102943943001EY0F;20/09/2025;22;0,329;0;;R
ES0031102943943001EY0F;20/09/2025;23;0,368;0;;R
ES0031102943943001EY0F;20/09/2025;24;0,351;0;;R
ES0031102943943001EY0F;21/09/2025;1;0,354;0;;R
ES0031102943943001EY0F;21/09/2025;2;0,337;0;;R
ES0031102943943001EY0F;21/09/2025;3;0,237;0;;R
ES0031102943943001EY0F;21/09/2025;4;0,267;0;;R
ES0031102943943001EY0F;21/09/2025;5;0,239;0;;R
ES0031102943943001EY0F;21/09/2025;6;0,262;0;;R
ES0031102943943001EY0F;21/09/2025;7;0,24;0;;R
ES0031102943943001EY0F;21/09/2025;8;0,261;0;;R
ES0031102943943001EY0F;21/09/2025;9;0,135;0;;R
ES0031102943943001EY0F;21/09/2025;10;0;0,168;;R
ES0031102943943001EY0F;21/09/2025;11;0;0,769;;R
ES0031102943943001EY0F;21/09/2025;12;0;1,026;;R
ES0031102943943001EY0F;21/09/2025;13;0;1,741;;R
ES0031102943943001EY0F;21/09/2025;14;0;1,563;;R
ES0031102943943001EY0F;21/09/2025;15;0;0,307;;R
ES0031102943943001EY0F;21/09/2025;16;0;1,847;;R
ES0031102943943001EY0F;21/09/2025;17;0;0,73;;R
ES0031102943943001EY0F;21/09/2025;18;0;0,806;;R
ES0031102943943001EY0F;21/09/2025;19;0,189;0;;R
ES0031102943943001EY0F;21/09/2025;20;0,219;0;;R
ES0031102943943001EY0F;21/09/2025;21;0,288;0;;R
ES0031102943943001EY0F;21/09/2025;22;0,234;0;;R
ES0031102943943001EY0F;21/09/2025;23;0,289;0;;R
ES0031102943943001EY0F;21/09/2025;24;0,343;0;;R
ES0031102943943001EY0F;22/09/2025;1;0,235;0;;R
ES0031102943943001EY0F;22/09/2025;2;0,236;0;;R
ES0031102943943001EY0F;22/09/2025;3;0,254;0;;R
ES0031102943943001EY0F;22/09/2025;4;0,219;0;;R
ES0031102943943001EY0F;22/09/2025;5;0,245;0;;R
ES0031102943943001EY0F;22/09/2025;6;0,291;0;;R
ES0031102943943001EY0F;22/09/2025;7;0,251;0;;R
ES0031102943943001EY0F;22/09/2025;8;0,243;0;;R
ES0031102943943001EY0F;22/09/2025;9;0,346;0;;R
ES0031102943943001EY0F;22/09/2025;10;0;0,471;;R
ES0031102943943001EY0F;22/09/2025;11;0;1,281;;R
ES0031102943943001EY0F;22/09/2025;12;0;1,9;;R
ES0031102943943001EY0F;22/09/2025;13;0;2,291;;R
ES0031102943943001EY0F;22/09/2025;14;0;2,41;;R
ES0031102943943001EY0F;22/09/2025;15;0;2,231;;R
ES0031102943943001EY0F;22/09/2025;16;0;2,076;;R
ES0031102943943001EY0F;22/09/2025;17;0;1,71;;R
ES0031102943943001EY0F;22/09/2025;18;0;1,107;;R
ES0031102943943001EY0F;22/09/2025;19;0;0,263;;R
ES0031102943943001EY0F;22/09/2025;20;0,222;0;;R
ES0031102943943001EY0F;22/09/2025;21;0,307;0;;R
ES0031102943943001EY0F;22/09/2025;22;0,244;0;;R
ES0031102943943001EY0F;22/09/2025;23;0,48;0;;R
ES0031102943943001EY0F;22/09/2025;24;0,288;0;;R
ES0031102943943001EY0F;23/09/2025;1;0,301;0;;R
ES0031102943943001EY0F;23/09/2025;2;0,199;0;;R
ES0031102943943001EY0F;23/09/2025;3;0,213;0;;R
ES0031102943943001EY0F;23/09/2025;4;0,2;0;;R
ES0031102943943001EY0F;23/09/2025;5;0,21;0;;R
ES0031102943943001EY0F;23/09/2025;6;0,201;0;;R
ES0031102943943001EY0F;23/09/2025;7;0,204;0;;R
ES0031102943943001EY0F;23/09/2025;8;0,203;0;;R
ES0031102943943001EY0F;23/09/2025;9;0,141;0;;R
ES0031102943943001EY0F;23/09/2025;10;0;0,242;;R
ES0031102943943001EY0F;23/09/2025;11;0;0,882;;R
ES0031102943943001EY0F;23/09/2025;12;0;1,449;;R
ES0031102943943001EY0F;23/09/2025;13;0;1,844;;R
ES0031102943943001EY0F;23/09/2025;14;0;2,27;;R
ES0031102943943001EY0F;23/09/2025;15;0;2,093;;R
ES0031102943943001EY0F;23/09/2025;16;0;1,936;;R
ES0031102943943001EY0F;23/09/2025;17;0;1,687;;R
ES0031102943943001EY0F;23/09/2025;18;0;1,132;;R
ES0031102943943001EY0F;23/09/2025;19;0;0,501;;R
ES0031102943943001EY0F;23/09/2025;20;0,02;0;;R
ES0031102943943001EY0F;23/09/2025;21;0,238;0;;R
ES0031102943943001EY0F;23/09/2025;22;0,336;0;;R
ES0031102943943001EY0F;23/09/2025;23;0,359;0;;R
ES0031102943943001EY0F;23/09/2025;24;0,325;0;;R
ES0031102943943001EY0F;24/09/2025;1;0,447;0;;R
ES0031102943943001EY0F;24/09/2025;2;0,878;0;;R
ES0031102943943001EY0F;24/09/2025;3;0,622;0;;R
ES0031102943943001EY0F;24/09/2025;4;0,227;0;;R
ES0031102943943001EY0F;24/09/2025;5;0,221;0;;R
ES0031102943943001EY0F;24/09/2025;6;0,226;0;;R
ES0031102943943001EY0F;24/09/2025;7;0,216;0;;R
ES0031102943943001EY0F;24/09/2025;8;0,229;0;;R
ES0031102943943001EY0F;24/09/2025;9;0,16;0;;R
ES0031102943943001EY0F;24/09/2025;10;0;0,189;;R
ES0031102943943001EY0F;24/09/2025;11;0;0,69;;R
ES0031102943943001EY0F;24/09/2025;12;0;0,798;;R
ES0031102943943001EY0F;24/09/2025;13;0;1,718;;R
ES0031102943943001EY0F;24/09/2025;14;0;1,95;;R
ES0031102943943001EY0F;24/09/2025;15;0;0,79;;R
ES0031102943943001EY0F;24/09/2025;16;0;1,32;;R
ES0031102943943001EY0F;24/09/2025;17;0;0,623;;R
ES0031102943943001EY0F;24/09/2025;18;0;0,312;;R
ES0031102943943001EY0F;24/09/2025;19;0,007;0;;R
ES0031102943943001EY0F;24/09/2025;20;0,357;0;;R
ES0031102943943001EY0F;24/09/2025;21;0,375;0;;R
ES0031102943943001EY0F;24/09/2025;22;0,358;0;;R
ES0031102943943001EY0F;24/09/2025;23;0,32;0;;R
ES0031102943943001EY0F;24/09/2025;24;0,285;0;;R
ES0031102943943001EY0F;25/09/2025;1;0,273;0;;R
ES0031102943943001EY0F;25/09/2025;2;0,185;0;;R
ES0031102943943001EY0F;25/09/2025;3;0,2;0;;R
ES0031102943943001EY0F;25/09/2025;4;0,197;0;;R
ES0031102943943001EY0F;25/09/2025;5;0,187;0;;R
ES0031102943943001EY0F;25/09/2025;6;0,208;0;;R
ES0031102943943001EY0F;25/09/2025;7;0,179;0;;R
ES0031102943943001EY0F;25/09/2025;8;0,209;0;;R
ES0031102943943001EY0F;25/09/2025;9;0,137;0;;R
ES0031102943943001EY0F;25/09/2025;10;0;0,229;;R
ES0031102943943001EY0F;25/09/2025;11;0;1,106;;R
ES0031102943943001EY0F;25/09/2025;12;0;1,364;;R
ES0031102943943001EY0F;25/09/2025;13;0;1,981;;R
ES0031102943943001EY0F;25/09/2025;14;0;2,256;;R
ES0031102943943001EY0F;25/09/2025;15;0;2,115;;R
ES0031102943943001EY0F;25/09/2025;16;0;1,923;;R
ES0031102943943001EY0F;25/09/2025;17;0;1,618;;R
ES0031102943943001EY0F;25/09/2025;18;0;0,937;;R
ES0031102943943001EY0F;25/09/2025;19;0;0,267;;R
ES0031102943943001EY0F;25/09/2025;20;0,698;0;;R
ES0031102943943001EY0F;25/09/2025;21;1,003;0;;R
ES0031102943943001EY0F;25/09/2025;22;1,028;0;;R
ES0031102943943001EY0F;25/09/2025;23;0,44;0;;R
ES0031102943943001EY0F;25/09/2025;24;0,379;0;;R
ES0031102943943001EY0F;26/09/2025;1;0,272;0;;R
ES0031102943943001EY0F;26/09/2025;2;0,255;0;;R
ES0031102943943001EY0F;26/09/2025;3;0,602;0;;R
ES0031102943943001EY0F;26/09/2025;4;0,592;0;;R
ES0031102943943001EY0F;26/09/2025;5;0,18;0;;R
ES0031102943943001EY0F;26/09/2025;6;0,205;0;;R
ES0031102943943001EY0F;26/09/2025;7;0,181;0;;R
ES0031102943943001EY0F;26/09/2025;8;0,203;0;;R
ES0031102943943001EY0F;26/09/2025;9;0,138;0;;R
ES0031102943943001EY0F;26/09/2025;10;0;0,167;;R
ES0031102943943001EY0F;26/09/2025;11;0;0,336;;R
ES0031102943943001EY0F;26/09/2025;12;0;1,602;;R
ES0031102943943001EY0F;26/09/2025;13;0;1,665;;R
ES0031102943943001EY0F;26/09/2025;14;0;1,911;;R
ES0031102943943001EY0F;26/09/2025;15;0;2,005;;R
ES0031102943943001EY0F;26/09/2025;16;0;1,964;;R
ES0031102943943001EY0F;26/09/2025;17;0;1,599;;R
ES0031102943943001EY0F;26/09/2025;18;0;0,913;;R
ES0031102943943001EY0F;26/09/2025;19;0;0,213;;R
ES0031102943943001EY0F;26/09/2025;20;0,412;0;;R
ES0031102943943001EY0F;26/09/2025;21;0,501;0;;R
ES0031102943943001EY0F;26/09/2025;22;0,435;0;;R
ES0031102943943001EY0F;26/09/2025;23;0,43;0;;R
ES0031102943943001EY0F;26/09/2025;24;0,349;0;;R
ES0031102943943001EY0F;27/09/2025;1;0,303;0;;R
ES0031102943943001EY0F;27/09/2025;2;0,214;0;;R
ES0031102943943001EY0F;27/09/2025;3;0,236;0;;R
ES0031102943943001EY0F;27/09/2025;4;0,222;0;;R
ES0031102943943001EY0F;27/09/2025;5;0,229;0;;R
ES0031102943943001EY0F;27/09/2025;6;0,222;0;;R
ES0031102943943001EY0F;27/09/2025;7;0,224;0;;R
ES0031102943943001EY0F;27/09/2025;8;0,222;0;;R
ES0031102943943001EY0F;27/09/2025;9;0,178;0;;R
ES0031102943943001EY0F;27/09/2025;10;0;0,225;;R
ES0031102943943001EY0F;27/09/2025;11;0;0,985;;R
ES0031102943943001EY0F;27/09/2025;12;0;1,649;;R
ES0031102943943001EY0F;27/09/2025;13;0;1,965;;R
ES0031102943943001EY0F;27/09/2025;14;0;2,005;;R
ES0031102943943001EY0F;27/09/2025;15;0;1,651;;R
ES0031102943943001EY0F;27/09/2025;16;0;2,008;;R
ES0031102943943001EY0F;27/09/2025;17;0;1,302;;R
ES0031102943943001EY0F;27/09/2025;18;0;0,855;;R
ES0031102943943001EY0F;27/09/2025;19;0;0,177;;R
ES0031102943943001EY0F;27/09/2025;20;0,26;0;;R
ES0031102943943001EY0F;27/09/2025;21;0,36;0;;R
ES0031102943943001EY0F;27/09/2025;22;0,235;0;;R
ES0031102943943001EY0F;27/09/2025;23;0,287;0;;R
ES0031102943943001EY0F;27/09/2025;24;0,312;0;;R
ES0031102943943001EY0F;28/09/2025;1;0,756;0;;R
ES0031102943943001EY0F;28/09/2025;2;0,472;0;;R
ES0031102943943001EY0F;28/09/2025;3;0,469;0;;R
ES0031102943943001EY0F;28/09/2025;4;0,207;0;;R
ES0031102943943001EY0F;28/09/2025;5;0,215;0;;R
ES0031102943943001EY0F;28/09/2025;6;0,203;0;;R
ES0031102943943001EY0F;28/09/2025;7;0,214;0;;R
ES0031102943943001EY0F;28/09/2025;8;0,198;0;;R
ES0031102943943001EY0F;28/09/2025;9;0,163;0;;R
ES0031102943943001EY0F;28/09/2025;10;0;0,157;;R
ES0031102943943001EY0F;28/09/2025;11;0;0,252;;R
ES0031102943943001EY0F;28/09/2025;12;0;1,373;;R
ES0031102943943001EY0F;28/09/2025;13;0;1,429;;R
ES0031102943943001EY0F;28/09/2025;14;0;1,933;;R
ES0031102943943001EY0F;28/09/2025;15;0;0,82;;R
ES0031102943943001EY0F;28/09/2025;16;0;1,589;;R
ES0031102943943001EY0F;28/09/2025;17;0;1,308;;R
ES0031102943943001EY0F;28/09/2025;18;0;0,341;;R
ES0031102943943001EY0F;28/09/2025;19;0,119;0;;R
ES0031102943943001EY0F;28/09/2025;20;0,313;0;;R
ES0031102943943001EY0F;28/09/2025;21;0,789;0;;R
ES0031102943943001EY0F;28/09/2025;22;0,402;0;;R
ES0031102943943001EY0F;28/09/2025;23;0,4;0;;R
ES0031102943943001EY0F;28/09/2025;24;0,332;0;;R
ES0031102943943001EY0F;29/09/2025;1;0,32;0;;R
ES0031102943943001EY0F;29/09/2025;2;0,583;0;;R
ES0031102943943001EY0F;29/09/2025;3;0,288;0;;R
ES0031102943943001EY0F;29/09/2025;4;0,67;0;;R
ES0031102943943001EY0F;29/09/2025;5;0,227;0;;R
ES0031102943943001EY0F;29/09/2025;6;0,244;0;;R
ES0031102943943001EY0F;29/09/2025;7;0,233;0;;R
ES0031102943943001EY0F;29/09/2025;8;0,236;0;;R
ES0031102943943001EY0F;29/09/2025;9;0,349;0;;R
ES0031102943943001EY0F;29/09/2025;10;0,212;0;;R
ES0031102943943001EY0F;29/09/2025;11;0;0,676;;R
ES0031102943943001EY0F;29/09/2025;12;0;1,472;;R
ES0031102943943001EY0F;29/09/2025;13;0;0,204;;R
ES0031102943943001EY0F;29/09/2025;14;0;0,05;;R
ES0031102943943001EY0F;29/09/2025;15;0;0,299;;R
ES0031102943943001EY0F;29/09/2025;16;0;0,36;;R
ES0031102943943001EY0F;29/09/2025;17;0;0,461;;R
ES0031102943943001EY0F;29/09/2025;18;0;0,142;;R
ES0031102943943001EY0F;29/09/2025;19;0,174;0;;R
ES0031102943943001EY0F;29/09/2025;20;0,358;0;;R
ES0031102943943001EY0F;29/09/2025;21;0,371;0;;R
ES0031102943943001EY0F;29/09/2025;22;0,246;0;;R
ES0031102943943001EY0F;29/09/2025;23;0,354;0;;R
ES0031102943943001EY0F;29/09/2025;24;0,31;0;;R
ES0031102943943001EY0F;30/09/2025;1;0,25;0;;R
ES0031102943943001EY0F;30/09/2025;2;0,198;0;;R
ES0031102943943001EY0F;30/09/2025;3;0,199;0;;R
ES0031102943943001EY0F;30/09/2025;4;0,167;0;;R
ES0031102943943001EY0F;30/09/2025;5;0,198;0;;R
ES0031102943943001EY0F;30/09/2025;6;0,175;0;;R
ES0031102943943001EY0F;30/09/2025;7;0,189;0;;R
ES0031102943943001EY0F;30/09/2025;8;0,176;0;;R
ES0031102943943001EY0F;30/09/2025;9;0,138;0;;R
ES0031102943943001EY0F;30/09/2025;10;0;0,333;;R
ES0031102943943001EY0F;30/09/2025;11;0;1,053;;R
ES0031102943943001EY0F;30/09/2025;12;0;1,584;;R
ES0031102943943001EY0F;30/09/2025;13;0;2,032;;R
ES0031102943943001EY0F;30/09/2025;14;0;2,179;;R
ES0031102943943001EY0F;30/09/2025;15;0;1,489;;R
ES0031102943943001EY0F;30/09/2025;16;0;1,997;;R
ES0031102943943001EY0F;30/09/2025;17;0;1,679;;R
ES0031102943943001EY0F;30/09/2025;18;0;1,098;;R
ES0031102943943001EY0F;30/09/2025;19;0;0,353;;R
ES0031102943943001EY0F;30/09/2025;20;0,311;0;;R
ES0031102943943001EY0F;30/09/2025;21;0,492;0;;R
ES0031102943943001EY0F;30/09/2025;22;0,277;0;;R
ES0031102943943001EY0F;30/09/2025;23;0,309;0;;R
ES0031102943943001EY0F;30/09/2025;24;0,286;0;;R
ES0031102943943001EY0F;01/10/2025;1;0,494;0;;R
ES0031102943943001EY0F;01/10/2025;2;0,698;0;;R
ES0031102943943001EY0F;01/10/2025;3;0,592;0;;R
ES0031102943943001EY0F;01/10/2025;4;0,188;0;;R
ES0031102943943001EY0F;01/10/2025;5;0,184;0;;R
ES0031102943943001EY0F;01/10/2025;6;0,186;0;;R
ES0031102943943001EY0F;01/10/2025;7;0,186;0;;R
ES0031102943943001EY0F;01/10/2025;8;0,18;0;;R
ES0031102943943001EY0F;01/10/2025;9;0,128;0;;R
ES0031102943943001EY0F;01/10/2025;10;0,057;0;;R
ES0031102943943001EY0F;01/10/2025;11;0;0,777;;R
ES0031102943943001EY0F;01/10/2025;12;0;1,798;;R
ES0031102943943001EY0F;01/10/2025;13;0;2,159;;R
ES0031102943943001EY0F;01/10/2025;14;0;2,312;;R
ES0031102943943001EY0F;01/10/2025;15;0;1,769;;R
ES0031102943943001EY0F;01/10/2025;16;0;2,072;;R
ES0031102943943001EY0F;01/10/2025;17;0;1,737;;R
ES0031102943943001EY0F;01/10/2025;18;0;1,147;;R
ES0031102943943001EY0F;01/10/2025;19;0;0,375;;R
ES0031102943943001EY0F;01/10/2025;20;0,265;0;;R
ES0031102943943001EY0F;01/10/2025;21;0,313;0;;R
ES0031102943943001EY0F;01/10/2025;22;0,638;0;;R
ES0031102943943001EY0F;01/10/2025;23;0,569;0;;R
ES0031102943943001EY0F;01/10/2025;24;0,279;0;;R
ES0031102943943001EY0F;02/10/2025;1;0,268;0;;R
ES0031102943943001EY0F;02/10/2025;2;0,188;0;;R
ES0031102943943001EY0F;02/10/2025;3;0,181;0;;R
ES0031102943943001EY0F;02/10/2025;4;0,185;0;;R
ES0031102943943001EY0F;02/10/2025;5;0,175;0;;R
ES0031102943943001EY0F;02/10/2025;6;0,192;0;;R
ES0031102943943001EY0F;02/10/2025;7;0,165;0;;R
ES0031102943943001EY0F;02/10/2025;8;0,192;0;;R
ES0031102943943001EY0F;02/10/2025;9;0,289;0;;R
ES0031102943943001EY0F;02/10/2025;10;0,071;0;;R
ES0031102943943001EY0F;02/10/2025;11;0;0,747;;R
ES0031102943943001EY0F;02/10/2025;12;0;1,112;;R
ES0031102943943001EY0F;02/10/2025;13;0;2,123;;R
ES0031102943943001EY0F;02/10/2025;14;0;2,365;;R
ES0031102943943001EY0F;02/10/2025;15;0;2,357;;R
ES0031102943943001EY0F;02/10/2025;16;0;2,143;;R
ES0031102943943001EY0F;02/10/2025;17;0;1,699;;R
ES0031102943943001EY0F;02/10/2025;18;0;1,098;;R
ES0031102943943001EY0F;02/10/2025;19;0;0,35;;R
ES0031102943943001EY0F;02/10/2025;20;0,186;0;;R
ES0031102943943001EY0F;02/10/2025;21;0,316;0;;R
ES0031102943943001EY0F;02/10/2025;22;0,288;0;;R
ES0031102943943001EY0F;02/10/2025;23;0,328;0;;R
ES0031102943943001EY0F;02/10/2025;24;0,259;0;;R
ES0031102943943001EY0F;03/10/2025;1;0,213;0;;R
ES0031102943943001EY0F;03/10/2025;2;0,187;0;;R
ES0031102943943001EY0F;03/10/2025;3;0,194;0;;R
ES0031102943943001EY0F;03/10/2025;4;0,184;0;;R
ES0031102943943001EY0F;03/10/2025;5;0,187;0;;R
ES0031102943943001EY0F;03/10/2025;6;0,182;0;;R
ES0031102943943001EY0F;03/10/2025;7;0,304;0;;R
ES0031102943943001EY0F;03/10/2025;8;0,629;0;;R
ES0031102943943001EY0F;03/10/2025;9;0,627;0;;R
ES0031102943943001EY0F;03/10/2025;10;0;0,542;;R
ES0031102943943001EY0F;03/10/2025;11;0;1,328;;R
ES0031102943943001EY0F;03/10/2025;12;0;1,81;;R
ES0031102943943001EY0F;03/10/2025;13;0;1,808;;R
ES0031102943943001EY0F;03/10/2025;14;0;2,213;;R
ES0031102943943001EY0F;03/10/2025;15;0;1,488;;R
ES0031102943943001EY0F;03/10/2025;16;0;1,99;;R
ES0031102943943001EY0F;03/10/2025;17;0;1,686;;R
ES0031102943943001EY0F;03/10/2025;18;0;1,09;;R
ES0031102943943001EY0F;03/10/2025;19;0;0,279;;R
ES0031102943943001EY0F;03/10/2025;20;0,369;0;;R
ES0031102943943001EY0F;03/10/2025;21;0,424;0;;R
ES0031102943943001EY0F;03/10/2025;22;0,376;0;;R
ES0031102943943001EY0F;03/10/2025;23;0,303;0;;R
ES0031102943943001EY0F;03/10/2025;24;0,276;0;;R
ES0031102943943001EY0F;04/10/2025;1;0,191;0;;R
ES0031102943943001EY0F;04/10/2025;2;0,94;0;;R
ES0031102943943001EY0F;04/10/2025;3;0,484;0;;R
ES0031102943943001EY0F;04/10/2025;4;0,381;0;;R
ES0031102943943001EY0F;04/10/2025;5;0,209;0;;R
ES0031102943943001EY0F;04/10/2025;6;0,211;0;;R
ES0031102943943001EY0F;04/10/2025;7;0,195;0;;R
ES0031102943943001EY0F;04/10/2025;8;0,31;0;;R
ES0031102943943001EY0F;04/10/2025;9;0,277;0;;R
ES0031102943943001EY0F;04/10/2025;10;0;0,13;;R
ES0031102943943001EY0F;04/10/2025;11;0;1,104;;R
ES0031102943943001EY0F;04/10/2025;12;0;1,6;;R
ES0031102943943001EY0F;04/10/2025;13;0;2,145;;R
ES0031102943943001EY0F;04/10/2025;14;0;2,306;;R
ES0031102943943001EY0F;04/10/2025;15;0;2,148;;R
ES0031102943943001EY0F;04/10/2025;16;0;2,044;;R
ES0031102943943001EY0F;04/10/2025;17;0;1,641;;R
ES0031102943943001EY0F;04/10/2025;18;0;1,085;;R
ES0031102943943001EY0F;04/10/2025;19;0;0,354;;R
ES0031102943943001EY0F;04/10/2025;20;0,281;0;;R
ES0031102943943001EY0F;04/10/2025;21;0,335;0;;R
ES0031102943943001EY0F;04/10/2025;22;0,268;0;;R
ES0031102943943001EY0F;04/10/2025;23;0,386;0;;R
ES0031102943943001EY0F;04/10/2025;24;0,291;0;;R
ES0031102943943001EY0F;05/10/2025;1;0,271;0;;R
ES0031102943943001EY0F;05/10/2025;2;0,235;0;;R
ES0031102943943001EY0F;05/10/2025;3;0,217;0;;R
ES0031102943943001EY0F;05/10/2025;4;0,254;0;;R
ES0031102943943001EY0F;05/10/2025;5;0,221;0;;R
ES0031102943943001EY0F;05/10/2025;6;0,23;0;;R
ES0031102943943001EY0F;05/10/2025;7;0,225;0;;R
ES0031102943943001EY0F;05/10/2025;8;0,224;0;;R
ES0031102943943001EY0F;05/10/2025;9;0,194;0;;R
ES0031102943943001EY0F;05/10/2025;10;0;0,215;;R
ES0031102943943001EY0F;05/10/2025;11;0;0,926;;R
ES0031102943943001EY0F;05/10/2025;12;0;1,629;;R
ES0031102943943001EY0F;05/10/2025;13;0;2,023;;R
ES0031102943943001EY0F;05/10/2025;14;0;2,12;;R
ES0031102943943001EY0F;05/10/2025;15;0;1,319;;R
ES0031102943943001EY0F;05/10/2025;16;0;1,874;;R
ES0031102943943001EY0F;05/10/2025;17;0;0,815;;R
ES0031102943943001EY0F;05/10/2025;18;0;0,781;;R
ES0031102943943001EY0F;05/10/2025;19;0,463;0;;R
ES0031102943943001EY0F;05/10/2025;20;0,293;0;;R
ES0031102943943001EY0F;05/10/2025;21;0,199;0;;R
ES0031102943943001EY0F;05/10/2025;22;0,246;0;;R
